timestamp,asset,asset_type,open,high,low,close,adjusted_close,volume
2018-01-02,AAPL,Stock,42.540000915527344,43.07500076293945,42.314998626708984,43.064998626708984,40.26707077026367,102223600
2018-01-03,AAPL,Stock,43.13249969482422,43.63750076293945,42.9900016784668,43.057498931884766,40.26005935668945,118071600
2018-01-04,AAPL,Stock,43.1349983215332,43.36750030517578,43.02000045776367,43.25749969482422,40.44706726074219,89738400
2018-01-05,AAPL,Stock,43.36000061035156,43.842498779296875,43.26250076293945,43.75,40.90758514404297,94640000
2018-01-08,AAPL,Stock,43.587501525878906,43.90250015258789,43.48249816894531,43.587501525878906,40.755619049072266,82271200
2018-01-09,AAPL,Stock,43.63750076293945,43.76499938964844,43.352500915527344,43.58250045776367,40.75096130371094,86336000
2018-01-10,AAPL,Stock,43.290000915527344,43.57500076293945,43.25,43.5724983215332,40.741600036621094,95839600
2018-01-11,AAPL,Stock,43.647499084472656,43.872501373291016,43.622501373291016,43.81999969482422,40.9730224609375,74670800
2018-01-12,AAPL,Stock,44.04499816894531,44.34000015258789,43.912498474121094,44.272499084472656,41.39612579345703,101672400
2018-01-16,AAPL,Stock,44.474998474121094,44.84749984741211,44.03499984741211,44.04750061035156,41.18574523925781,118263600
2018-01-17,AAPL,Stock,44.037498474121094,44.8125,43.76750183105469,44.775001525878906,41.86599349975586,137547200
2018-01-18,AAPL,Stock,44.842498779296875,45.025001525878906,44.5625,44.814998626708984,41.903385162353516,124773600
2018-01-19,AAPL,Stock,44.65250015258789,44.89500045776367,44.352500915527344,44.6150016784668,41.716365814208984,129700400
2018-01-22,AAPL,Stock,44.32500076293945,44.44499969482422,44.150001525878906,44.25,41.375099182128906,108434400
2018-01-23,AAPL,Stock,44.32500076293945,44.86000061035156,44.20500183105469,44.2599983215332,41.384429931640625,130756400
2018-01-24,AAPL,Stock,44.3125,44.32500076293945,43.29999923706055,43.55500030517578,40.72524642944336,204420400
2018-01-25,AAPL,Stock,43.627498626708984,43.73749923706055,42.63249969482422,42.77750015258789,39.99826431274414,166116000
2018-01-26,AAPL,Stock,43.0,43.0,42.51499938964844,42.877498626708984,40.091766357421875,156572000
2018-01-29,AAPL,Stock,42.540000915527344,42.540000915527344,41.76750183105469,41.9900016784668,39.26192092895508,202561600
2018-01-30,AAPL,Stock,41.38249969482422,41.842498779296875,41.17499923706055,41.74250030517578,39.03050231933594,184192800
2018-01-31,AAPL,Stock,41.717498779296875,42.11000061035156,41.625,41.85749816894531,39.138031005859375,129915600
2018-02-01,AAPL,Stock,41.79249954223633,42.154998779296875,41.689998626708984,41.94499969482422,39.21984100341797,188923200
2018-02-02,AAPL,Stock,41.5,41.70000076293945,40.025001525878906,40.125,37.51808547973633,346375200
2018-02-05,AAPL,Stock,39.775001525878906,40.970001220703125,39.0,39.122501373291016,36.58073043823242,290954000
2018-02-06,AAPL,Stock,38.70750045776367,40.93000030517578,38.5,40.75749969482422,38.109493255615234,272975200
2018-02-07,AAPL,Stock,40.772499084472656,40.849998474121094,39.76750183105469,39.8849983215332,37.2936897277832,206434400
2018-02-08,AAPL,Stock,40.0724983215332,40.25,38.75749969482422,38.787498474121094,36.267478942871094,217562000
2018-02-09,AAPL,Stock,39.26750183105469,39.47249984741211,37.560001373291016,39.102500915527344,36.71107864379883,282690400
2018-02-12,AAPL,Stock,39.625,40.97249984741211,39.377498626708984,40.6775016784668,38.189754486083984,243278000
2018-02-13,AAPL,Stock,40.48749923706055,41.1875,40.412498474121094,41.084999084472656,38.57234573364258,130196800
2018-02-14,AAPL,Stock,40.7599983215332,41.8849983215332,40.720001220703125,41.842498779296875,39.28352355957031,162579600
2018-02-15,AAPL,Stock,42.4474983215332,43.272499084472656,42.25,43.247501373291016,40.602596282958984,204588800
2018-02-16,AAPL,Stock,43.09000015258789,43.70500183105469,42.942501068115234,43.10749816894531,40.47114562988281,160704400
2018-02-20,AAPL,Stock,43.01250076293945,43.564998626708984,42.85499954223633,42.962501525878906,40.335018157958984,135722000
2018-02-21,AAPL,Stock,43.20750045776367,43.529998779296875,42.752498626708984,42.76750183105469,40.15195083618164,149886400
2018-02-22,AAPL,Stock,42.95000076293945,43.48749923706055,42.9275016784668,43.125,40.487586975097656,123967600
2018-02-23,AAPL,Stock,43.41749954223633,43.912498474121094,43.3849983215332,43.875,41.19171905517578,135249600
2018-02-26,AAPL,Stock,44.087501525878906,44.84749984741211,44.0525016784668,44.74250030517578,42.00614547729492,152648800
2018-02-27,AAPL,Stock,44.775001525878906,45.119998931884766,44.540000915527344,44.59749984741211,41.870018005371094,155712400
2018-02-28,AAPL,Stock,44.814998626708984,45.154998779296875,44.51250076293945,44.529998779296875,41.80664825439453,151128400
2018-03-01,AAPL,Stock,44.6349983215332,44.94499969482422,43.165000915527344,43.75,41.074371337890625,195208000
2018-03-02,AAPL,Stock,43.20000076293945,44.07500076293945,43.11249923706055,44.0525016784668,41.35835647583008,153816000
2018-03-05,AAPL,Stock,43.8025016784668,44.435001373291016,43.630001068115234,44.20500183105469,41.501529693603516,113605600
2018-03-06,AAPL,Stock,44.477500915527344,44.5625,44.032501220703125,44.16749954223633,41.466331481933594,95154000
2018-03-07,AAPL,Stock,43.73500061035156,43.962501525878906,43.567501068115234,43.75749969482422,41.081398010253906,126814000
2018-03-08,AAPL,Stock,43.869998931884766,44.279998779296875,43.76750183105469,44.23500061035156,41.52968978881836,95096400
2018-03-09,AAPL,Stock,44.4900016784668,45.0,44.34749984741211,44.994998931884766,42.24320983886719,128740800
2018-03-12,AAPL,Stock,45.0724983215332,45.59749984741211,45.0525016784668,45.43000030517578,42.651607513427734,128828400
2018-03-13,AAPL,Stock,45.647499084472656,45.875,44.810001373291016,44.99250030517578,42.240875244140625,126774000
2018-03-14,AAPL,Stock,45.08000183105469,45.130001068115234,44.45249938964844,44.61000061035156,41.88175964355469,117473600
