portfolio_type,expected_annual_return,annual_volatility,sharpe_ratio
Maximum Sharpe Portfolio,0.3919456478295034,0.3214600958933024,1.157050758651419
Minimum Volatility Portfolio,0.14751181491564708,0.1870883804845571,0.681559242671259
Equal Weight Portfolio,0.27201042855322555,0.2754096136269401,0.9150386046239829
